Gender_Person1,Gender_Person2,Personality_Person1,Personality_Person2,Communication_Level,Emotional_Intelligence,Trust_Level,Common_Interests_Score,Physical_Attraction_Score,Mutual_Respect_Score,Conflict_Resolution_Skills,Love_Probability
Female,Male,Ambivert,Extrovert,Medium,High,Medium,10,10,2,Excellent,0.76
Female,Other,Extrovert,Ambivert,Low,High,Medium,10,1,1,Excellent,0.42
Male,Female,Introvert,Introvert,Low,High,Low,10,7,0,Excellent,0.52
Other,Female,Introvert,Extrovert,Low,High,Medium,1,3,6,Excellent,0.29
Other,Male,Introvert,Extrovert,Medium,Medium,High,6,2,10,Poor,0.62
Male,Male,Ambivert,Ambivert,High,Low,Low,2,7,5,Poor,0.32
Male,Other,Ambivert,Introvert,Medium,Low,Low,7,3,1,Excellent,0.23
Male,Male,Ambivert,Ambivert,Medium,Medium,Medium,5,2,3,Good,0.26
Other,Male,Introvert,Ambivert,Low,Low,Low,9,4,0,Poor,0.41
Female,Male,Ambivert,Ambivert,Low,High,Low,6,4,10,Excellent,0.7
Male,Female,Extrovert,Introvert,High,Medium,Low,9,1,8,Excellent,0.75
Female,Female,Introvert,Extrovert,Low,Medium,Medium,8,10,2,Good,0.75
Male,Male,Ambivert,Introvert,High,Medium,High,0,0,6,Poor,0.18
Female,Other,Ambivert,Ambivert,Medium,Medium,Low,6,1,10,Poor,0.56
Other,Other,Introvert,Extrovert,High,Medium,High,8,3,2,Poor,0.33
Female,Female,Ambivert,Ambivert,Low,Low,Low,1,4,6,Poor,0.36
Male,Male,Introvert,Introvert,Medium,High,Medium,9,9,0,Good,0.57
Other,Other,Ambivert,Ambivert,High,High,High,2,0,2,Good,0.17
Female,Other,Ambivert,Ambivert,Medium,High,Medium,2,4,1,Excellent,0.15
Female,Female,Extrovert,Ambivert,High,Medium,Low,9,10,1,Good,0.72
Female,Other,Extrovert,Introvert,Medium,Low,High,5,2,4,Excellent,0.52
Other,Other,Ambivert,Introvert,High,Low,Low,0,0,0,Excellent,-0.01
Male,Female,Extrovert,Extrovert,High,High,High,8,10,6,Excellent,0.84
Female,Male,Extrovert,Ambivert,Medium,Medium,High,9,5,1,Poor,0.57
Other,Male,Introvert,Introvert,Low,High,Medium,1,7,4,Good,0.36
Female,Male,Ambivert,Extrovert,High,Medium,High,4,9,4,Poor,0.59
Other,Male,Extrovert,Extrovert,Low,Medium,High,8,3,2,Excellent,0.43
Female,Male,Introvert,Ambivert,Medium,Low,Low,0,5,0,Poor,0.18
Female,Other,Ambivert,Extrovert,High,High,Low,3,6,7,Excellent,0.46
Male,Other,Extrovert,Introvert,High,High,Low,6,5,7,Poor,0.6
Male,Other,Introvert,Ambivert,High,Low,Medium,1,9,9,Excellent,0.68
Female,Other,Introvert,Introvert,Medium,Medium,Medium,6,5,5,Good,0.68
Female,Male,Introvert,Introvert,High,Low,High,2,1,2,Good,0.26
Female,Female,Extrovert,Introvert,Low,Medium,High,7,4,7,Good,0.82
Male,Male,Introvert,Ambivert,Medium,Low,Low,9,0,3,Good,0.32
Male,Male,Ambivert,Introvert,Medium,Medium,Low,0,10,4,Good,0.55
Male,Male,Extrovert,Extrovert,Low,Low,Low,3,1,7,Excellent,0.39
Male,Male,Introvert,Introvert,High,High,High,6,5,10,Poor,0.92
Other,Male,Ambivert,Ambivert,Medium,High,High,1,3,10,Good,0.39
Male,Male,Extrovert,Introvert,High,Medium,High,2,9,6,Poor,0.48
Female,Female,Introvert,Extrovert,Low,Medium,High,5,3,2,Good,0.27
Female,Female,Introvert,Introvert,Low,Low,Low,3,10,4,Good,0.35
Female,Other,Extrovert,Introvert,High,Medium,Medium,2,6,3,Poor,0.31
Other,Male,Ambivert,Ambivert,High,Medium,Low,5,7,8,Good,0.59
Female,Other,Ambivert,Extrovert,Medium,Medium,High,0,5,9,Excellent,0.48
Male,Female,Introvert,Extrovert,Low,Medium,Low,3,2,1,Excellent,0.23
Other,Male,Extrovert,Ambivert,Low,High,High,9,6,5,Excellent,0.85
Male,Male,Ambivert,Extrovert,Low,Low,Medium,9,0,5,Poor,0.56
Other,Male,Ambivert,Introvert,Medium,Low,Medium,2,7,0,Excellent,0.24
Male,Male,Ambivert,Introvert,High,Low,Medium,0,5,9,Excellent,0.38
Male,Female,Ambivert,Introvert,Medium,High,High,2,9,2,Excellent,0.48
Other,Female,Introvert,Extrovert,Low,Low,Medium,9,1,5,Good,0.37
Female,Male,Introvert,Ambivert,Medium,Low,Medium,10,5,2,Poor,0.75
Other,Other,Ambivert,Extrovert,High,Low,Low,2,6,4,Poor,0.52
Other,Female,Introvert,Introvert,Low,High,Low,9,6,9,Excellent,0.75
Male,Other,Extrovert,Ambivert,High,Low,Low,1,7,2,Good,0.16
Other,Male,Introvert,Extrovert,Medium,High,Low,1,10,10,Poor,0.84
Female,Female,Introvert,Extrovert,High,High,Low,1,5,4,Excellent,0.32
Other,Male,Introvert,Extrovert,Medium,Low,Medium,2,6,7,Good,0.62
Female,Other,Extrovert,Introvert,Medium,Low,Low,10,3,2,Good,0.34
Male,Male,Extrovert,Introvert,Medium,Medium,High,1,5,2,Good,0.21
Male,Other,Introvert,Ambivert,High,Medium,Low,9,7,0,Good,0.53
Other,Male,Ambivert,Extrovert,High,High,High,5,3,3,Good,0.37
Other,Other,Ambivert,Ambivert,Low,Medium,Low,4,4,3,Excellent,0.32
Male,Female,Ambivert,Ambivert,Medium,High,High,5,0,6,Excellent,0.43
Female,Other,Ambivert,Ambivert,Medium,High,High,0,3,2,Poor,0.06
Female,Male,Extrovert,Introvert,Medium,Medium,Medium,7,10,4,Excellent,0.69
Other,Other,Extrovert,Introvert,Medium,Medium,Medium,2,7,0,Good,0.31
Female,Female,Extrovert,Introvert,Medium,Low,High,2,10,1,Excellent,0.48
Other,Female,Ambivert,Extrovert,Low,High,Low,0,6,8,Good,0.54
Other,Other,Extrovert,Ambivert,High,Medium,Medium,1,6,0,Poor,0.12
Other,Other,Ambivert,Ambivert,Low,High,High,7,2,2,Excellent,0.21
Male,Male,Introvert,Extrovert,High,Low,Medium,3,10,2,Poor,0.63
Female,Female,Ambivert,Introvert,High,Medium,Low,6,8,5,Good,0.67
Other,Female,Introvert,Ambivert,Low,Low,Low,6,1,6,Excellent,0.36
Male,Other,Ambivert,Ambivert,High,High,Low,1,4,8,Good,0.59
Female,Female,Extrovert,Ambivert,Medium,Low,Low,7,0,2,Good,0.31
Female,Male,Ambivert,Ambivert,Low,Low,Medium,0,6,5,Poor,0.48
Male,Male,Ambivert,Extrovert,Medium,Medium,High,5,4,4,Good,0.44
Female,Other,Ambivert,Introvert,High,High,Medium,7,5,4,Poor,0.74
Female,Other,Ambivert,Introvert,High,Medium,High,6,7,8,Good,0.88
Male,Other,Introvert,Introvert,Medium,Low,Low,6,2,8,Poor,0.51
Male,Male,Introvert,Introvert,High,High,High,7,0,5,Poor,0.5
Male,Female,Extrovert,Extrovert,Low,Medium,Low,1,10,0,Excellent,0.43
Female,Female,Ambivert,Extrovert,High,Medium,Low,8,5,5,Excellent,0.74
Female,Other,Ambivert,Introvert,Medium,High,Medium,0,2,9,Excellent,0.27
Male,Other,Introvert,Ambivert,High,Medium,Low,6,8,0,Poor,0.54
Male,Female,Introvert,Ambivert,High,Low,High,3,4,9,Good,0.64
Other,Other,Ambivert,Extrovert,Medium,Medium,Medium,7,4,3,Good,0.29
Female,Other,Ambivert,Ambivert,Medium,Low,High,0,8,10,Good,0.48
Other,Other,Ambivert,Ambivert,Medium,Medium,Low,1,7,1,Good,0.1
Female,Other,Extrovert,Extrovert,Medium,Low,Low,10,4,3,Excellent,0.54
Other,Male,Introvert,Ambivert,Medium,Low,Medium,10,2,0,Poor,0.47
Female,Female,Extrovert,Extrovert,Medium,Medium,Low,0,9,9,Excellent,0.75
Female,Other,Ambivert,Introvert,Low,Low,Low,7,10,5,Poor,0.74
Female,Male,Ambivert,Ambivert,High,Medium,High,7,2,4,Poor,0.6
Other,Male,Ambivert,Extrovert,Low,High,High,5,3,4,Good,0.26
Female,Female,Extrovert,Ambivert,Medium,Medium,High,7,0,10,Poor,0.4
Other,Other,Introvert,Extrovert,High,Low,High,10,6,8,Good,0.79
Female,Male,Introvert,Introvert,High,Medium,Medium,9,7,2,Good,0.64
Other,Male,Introvert,Extrovert,Medium,Low,High,5,10,0,Excellent,0.5
Female,Female,Introvert,Introvert,Low,High,Medium,1,2,9,Good,0.19
Other,Female,Extrovert,Extrovert,Medium,Medium,High,0,8,3,Poor,0.36
Female,Male,Extrovert,Ambivert,High,High,Low,0,10,3,Excellent,0.3
Other,Female,Extrovert,Introvert,High,Medium,Low,9,4,2,Excellent,0.57
Male,Female,Extrovert,Extrovert,Low,Low,Low,8,5,6,Poor,0.67
Male,Female,Extrovert,Extrovert,High,High,Medium,0,3,3,Poor,0.11
Male,Male,Ambivert,Introvert,Low,Low,High,1,5,10,Excellent,0.48
Female,Other,Extrovert,Ambivert,Low,High,Low,0,10,1,Poor,0.26
Male,Male,Ambivert,Introvert,Medium,Medium,Medium,1,8,4,Good,0.43
Other,Male,Introvert,Ambivert,Low,Low,High,4,6,10,Excellent,0.76
Other,Other,Extrovert,Ambivert,Low,Low,High,6,1,8,Poor,0.4
Other,Male,Extrovert,Introvert,High,Medium,High,9,3,4,Poor,0.58
Male,Female,Ambivert,Extrovert,Medium,High,High,8,7,3,Poor,0.55
Female,Female,Introvert,Introvert,High,Low,High,1,9,10,Good,0.59
Male,Male,Ambivert,Introvert,Low,Low,High,4,10,3,Good,0.56
Female,Female,Extrovert,Introvert,High,High,High,4,5,10,Good,0.53
Female,Other,Introvert,Introvert,High,High,High,10,10,2,Good,0.68
Female,Female,Ambivert,Extrovert,Low,High,Medium,5,2,1,Good,0.15
Female,Female,Extrovert,Extrovert,Low,Medium,Medium,10,2,1,Excellent,0.63
Other,Other,Introvert,Introvert,High,Medium,Low,7,9,10,Good,0.87
Male,Other,Extrovert,Extrovert,Low,High,Low,2,7,7,Excellent,0.46
Female,Female,Introvert,Introvert,Medium,Low,Medium,0,10,8,Poor,0.62
Other,Other,Ambivert,Introvert,Low,Medium,Low,8,9,1,Good,0.59
Other,Other,Introvert,Extrovert,Medium,Low,Low,10,6,2,Poor,0.58
Other,Male,Introvert,Ambivert,High,Low,Medium,7,2,1,Good,0.39
Female,Male,Extrovert,Extrovert,High,Low,High,8,10,6,Good,0.88
Male,Male,Extrovert,Extrovert,Low,Medium,High,7,7,5,Excellent,0.58
Female,Other,Ambivert,Introvert,High,Medium,Medium,0,8,8,Excellent,0.48
Male,Other,Ambivert,Ambivert,Medium,Low,Low,3,10,10,Good,0.74
Female,Female,Introvert,Introvert,Medium,Medium,Low,9,9,7,Poor,0.6
Other,Female,Ambivert,Extrovert,High,High,Low,3,0,5,Good,0.12
Other,Female,Ambivert,Ambivert,Medium,Low,High,0,2,7,Excellent,0.44
Other,Other,Ambivert,Extrovert,High,Medium,Low,3,3,1,Good,0.4
Male,Female,Introvert,Ambivert,Medium,High,Medium,0,10,10,Poor,0.64
Male,Female,Extrovert,Ambivert,Low,Low,High,7,0,8,Poor,0.56
Male,Other,Extrovert,Ambivert,Medium,Low,High,9,2,2,Excellent,0.46
Female,Other,Ambivert,Ambivert,Medium,Low,Medium,6,9,3,Good,0.91
Female,Female,Extrovert,Extrovert,High,High,Medium,9,8,4,Poor,0.81
Other,Female,Ambivert,Ambivert,Low,Low,High,3,3,9,Poor,0.49
Female,Other,Extrovert,Ambivert,High,Low,Low,2,8,8,Poor,0.5
Other,Female,Ambivert,Introvert,Medium,Low,Medium,9,9,10,Poor,0.77
Female,Other,Ambivert,Ambivert,Medium,Medium,High,8,1,0,Good,0.32
Male,Male,Ambivert,Introvert,High,Medium,High,4,10,4,Excellent,0.52
Male,Other,Extrovert,Introvert,Low,High,Medium,7,1,9,Poor,0.42
Other,Other,Introvert,Ambivert,Low,Low,Medium,3,8,4,Poor,0.44
Other,Male,Extrovert,Extrovert,Medium,Low,Medium,8,0,0,Poor,0.16
Female,Male,Ambivert,Extrovert,High,Low,Low,10,5,9,Poor,0.97
Other,Other,Introvert,Ambivert,High,Medium,Medium,2,10,1,Excellent,0.52
Male,Other,Ambivert,Introvert,Medium,High,Medium,4,8,4,Excellent,0.53
Male,Other,Extrovert,Introvert,Medium,Medium,Low,2,0,2,Good,0.28
Other,Male,Ambivert,Ambivert,Low,Medium,Medium,9,8,5,Excellent,0.74
Other,Female,Ambivert,Introvert,High,Low,High,8,2,6,Poor,0.45
Other,Female,Introvert,Extrovert,High,High,Low,5,5,5,Good,0.65
Male,Other,Ambivert,Extrovert,Low,Low,High,1,10,5,Good,0.59
Male,Other,Ambivert,Ambivert,High,High,Low,5,6,1,Good,0.3
Female,Other,Ambivert,Extrovert,High,Low,Medium,8,8,7,Good,0.75
Male,Female,Ambivert,Introvert,Medium,Low,High,1,2,8,Poor,0.28
Male,Other,Introvert,Introvert,Low,Low,High,10,6,1,Excellent,0.43
Other,Other,Ambivert,Extrovert,Low,High,Low,10,2,0,Good,0.49
Other,Female,Introvert,Introvert,High,High,High,4,8,1,Poor,0.62
Male,Female,Extrovert,Extrovert,Medium,Low,Medium,6,5,0,Good,0.23
Other,Male,Ambivert,Introvert,Low,Low,Low,1,9,0,Poor,0.39
Male,Female,Ambivert,Introvert,Medium,Low,Medium,9,1,4,Good,0.4
Female,Female,Ambivert,Introvert,Medium,High,Low,3,2,6,Poor,0.32
Female,Other,Introvert,Extrovert,Low,Low,Low,5,0,8,Poor,0.37
Male,Male,Introvert,Introvert,Low,Low,Medium,8,8,1,Good,0.48
Male,Other,Ambivert,Ambivert,Medium,High,Medium,10,8,2,Excellent,0.67
Male,Male,Ambivert,Extrovert,High,High,High,10,9,0,Poor,0.55
Female,Other,Ambivert,Introvert,Medium,Low,High,4,1,3,Poor,0.29
Other,Female,Extrovert,Extrovert,High,Low,Low,3,1,4,Poor,0.26
Male,Male,Extrovert,Extrovert,Medium,Medium,Low,10,4,9,Excellent,0.74
Other,Other,Extrovert,Extrovert,Medium,High,High,5,3,3,Poor,0.28
Other,Other,Extrovert,Extrovert,Medium,High,Low,5,7,7,Good,0.58
Female,Female,Extrovert,Ambivert,High,High,Low,9,1,4,Excellent,0.54
Other,Male,Extrovert,Ambivert,Low,High,Low,1,0,8,Poor,0.35
Male,Other,Ambivert,Extrovert,Low,High,High,8,4,8,Poor,0.57
Female,Other,Introvert,Extrovert,Medium,High,Low,4,2,7,Poor,0.44
Other,Male,Extrovert,Extrovert,Low,High,Low,3,9,10,Excellent,0.81
Other,Male,Extrovert,Introvert,High,Low,Low,10,2,7,Good,0.47
Male,Male,Extrovert,Introvert,High,Medium,Medium,3,0,10,Excellent,0.49
Other,Female,Extrovert,Extrovert,Medium,High,High,10,5,1,Poor,0.47
Other,Other,Extrovert,Ambivert,Medium,Low,Low,9,2,6,Poor,0.62
Female,Female,Ambivert,Ambivert,High,Low,Medium,6,3,8,Good,0.49
Female,Female,Extrovert,Extrovert,Low,High,Low,2,7,2,Excellent,0.19
Male,Other,Ambivert,Extrovert,High,High,High,2,5,9,Poor,0.37
Male,Other,Introvert,Extrovert,Medium,Low,High,7,10,7,Good,0.8
Male,Other,Introvert,Ambivert,Medium,High,High,0,2,9,Poor,0.39
Male,Male,Ambivert,Ambivert,High,Low,High,0,2,4,Excellent,0.11
Other,Female,Ambivert,Ambivert,Low,High,Low,10,4,1,Excellent,0.56
Female,Other,Extrovert,Extrovert,High,High,Medium,9,2,9,Excellent,0.5
Other,Other,Ambivert,Extrovert,High,Low,Low,5,7,9,Poor,0.69
Male,Male,Extrovert,Extrovert,High,High,High,3,8,8,Poor,0.51
Female,Male,Ambivert,Introvert,High,Medium,Low,9,0,8,Poor,0.5
Male,Male,Extrovert,Ambivert,High,Low,Low,0,10,10,Good,0.67
Other,Female,Extrovert,Introvert,Low,Low,Medium,3,7,6,Good,0.45
Other,Other,Ambivert,Ambivert,High,Medium,High,4,7,3,Excellent,0.43
Female,Other,Ambivert,Extrovert,Medium,High,High,0,9,8,Excellent,0.67
Other,Male,Extrovert,Ambivert,High,Low,Medium,6,5,1,Excellent,0.34
Female,Other,Ambivert,Extrovert,Medium,Low,Medium,9,5,9,Good,0.85
Other,Female,Introvert,Extrovert,Low,Low,Medium,2,5,8,Poor,0.39
Female,Female,Extrovert,Ambivert,Medium,Low,Medium,2,10,1,Poor,0.49
Male,Female,Ambivert,Introvert,High,High,Low,6,5,8,Poor,0.78
Other,Other,Ambivert,Introvert,High,Medium,Low,0,1,2,Good,-0.15
Other,Female,Introvert,Introvert,Medium,High,Medium,1,9,0,Poor,0.25
Female,Female,Ambivert,Ambivert,Low,Medium,Low,9,0,2,Poor,0.42
Female,Female,Introvert,Introvert,Low,Low,Medium,3,0,9,Poor,0.38
Other,Other,Introvert,Ambivert,High,Low,High,5,3,10,Excellent,0.64
Male,Male,Extrovert,Extrovert,Medium,Low,Medium,6,9,3,Poor,0.54
Male,Other,Ambivert,Introvert,High,Low,Medium,8,9,5,Good,0.74
Female,Male,Ambivert,Introvert,Medium,Medium,Low,0,4,2,Good,0.18
Other,Male,Ambivert,Introvert,Low,Medium,Medium,1,8,4,Poor,0.55
Other,Female,Ambivert,Extrovert,Medium,Low,Medium,3,5,7,Poor,0.53
Female,Other,Introvert,Extrovert,High,Medium,High,6,10,3,Poor,0.67
Other,Male,Extrovert,Extrovert,Medium,Low,Low,0,4,3,Good,0.19
Male,Female,Ambivert,Ambivert,Medium,High,Low,2,7,5,Good,0.42
Male,Other,Extrovert,Introvert,Low,Low,High,7,3,3,Poor,0.39
Male,Female,Introvert,Introvert,High,High,Low,5,2,1,Excellent,0.31
Male,Other,Ambivert,Extrovert,Low,High,Low,0,7,5,Poor,0.36
Female,Female,Ambivert,Extrovert,Medium,High,Low,4,6,3,Poor,0.46
Male,Male,Ambivert,Extrovert,Medium,Low,High,8,5,6,Poor,0.84
Male,Female,Introvert,Ambivert,Low,Medium,Medium,0,0,10,Excellent,0.42
Female,Other,Introvert,Extrovert,Medium,Low,Medium,2,8,4,Excellent,0.43
Female,Female,Ambivert,Extrovert,Medium,High,Medium,6,3,6,Poor,0.62
Female,Female,Extrovert,Extrovert,Medium,High,Low,2,9,10,Excellent,0.66
Male,Other,Extrovert,Introvert,Low,Medium,Medium,3,2,2,Good,0.03
Male,Male,Extrovert,Extrovert,High,Low,Low,8,5,7,Good,0.57
Female,Other,Ambivert,Introvert,Medium,High,Low,2,0,3,Good,-0.02
Female,Other,Introvert,Extrovert,Low,Medium,Medium,5,5,8,Poor,0.56
Female,Female,Introvert,Extrovert,High,Medium,Low,9,3,9,Poor,0.7
Other,Other,Ambivert,Introvert,Medium,Medium,Medium,10,8,7,Poor,1.0
Female,Male,Extrovert,Ambivert,Medium,Medium,Low,2,2,10,Good,0.5
Female,Other,Ambivert,Ambivert,Medium,High,High,2,5,3,Good,0.31
Female,Other,Extrovert,Ambivert,Medium,Low,Low,6,4,7,Good,0.65
Other,Other,Ambivert,Extrovert,Medium,High,High,0,2,3,Poor,-0.05
Female,Other,Ambivert,Ambivert,High,High,High,6,1,1,Excellent,0.29
Female,Other,Introvert,Introvert,Medium,Low,High,1,4,9,Excellent,0.54
Male,Other,Extrovert,Extrovert,High,High,Low,4,7,10,Excellent,0.55
Male,Other,Introvert,Introvert,High,Low,Medium,5,7,7,Poor,0.75
Female,Other,Extrovert,Introvert,Low,Low,High,9,9,7,Poor,0.87
Other,Other,Ambivert,Extrovert,Low,Low,Low,8,4,5,Good,0.53
Other,Male,Introvert,Extrovert,Medium,Medium,Medium,4,2,4,Excellent,0.4
Male,Other,Introvert,Extrovert,Medium,Medium,Low,0,7,7,Good,0.69
Male,Female,Extrovert,Ambivert,High,High,Low,5,3,6,Poor,0.48
Female,Female,Introvert,Introvert,Low,Low,Low,6,6,3,Good,0.52
Male,Female,Ambivert,Introvert,Low,Low,Low,10,4,4,Poor,0.55
Other,Other,Extrovert,Extrovert,High,High,High,2,4,1,Poor,0.15
Female,Other,Extrovert,Extrovert,Low,Low,Medium,3,5,0,Excellent,0.35
Male,Other,Introvert,Introvert,High,Medium,Medium,2,7,0,Excellent,0.21
Male,Male,Introvert,Extrovert,High,Medium,Medium,4,7,5,Good,0.54
Other,Male,Extrovert,Introvert,High,High,Medium,6,1,8,Good,0.45
Male,Male,Extrovert,Extrovert,High,High,Low,3,6,7,Excellent,0.58
Other,Male,Introvert,Extrovert,Low,High,Low,10,3,7,Good,0.7
Other,Female,Extrovert,Introvert,Low,Low,High,8,8,1,Good,0.67
Female,Other,Extrovert,Introvert,Medium,High,Low,3,1,3,Poor,0.18
Female,Female,Introvert,Introvert,Medium,Low,High,6,3,0,Excellent,0.27
Other,Other,Extrovert,Ambivert,Low,High,Medium,1,3,2,Good,0.1
Male,Other,Ambivert,Extrovert,Low,High,High,5,10,2,Poor,0.52
Other,Male,Introvert,Extrovert,High,Medium,Low,10,5,7,Poor,0.77
Male,Male,Ambivert,Extrovert,Medium,Low,High,4,0,7,Poor,0.44
Female,Other,Extrovert,Ambivert,Low,Medium,High,9,2,8,Good,0.54
Female,Other,Extrovert,Extrovert,Low,Low,High,1,8,2,Good,0.45
Female,Female,Ambivert,Extrovert,Medium,High,Low,8,6,2,Excellent,0.67
Other,Female,Ambivert,Introvert,Medium,Low,High,10,8,6,Excellent,0.84
Other,Other,Extrovert,Ambivert,High,Low,Medium,5,6,10,Good,0.89
Male,Male,Ambivert,Ambivert,High,High,High,2,0,3,Excellent,0.09
Female,Male,Introvert,Introvert,Low,Low,Medium,10,7,8,Poor,0.71
Other,Other,Extrovert,Introvert,Medium,High,Low,1,0,3,Poor,-0.04
Female,Male,Extrovert,Ambivert,High,Medium,Low,6,5,0,Poor,0.52
Female,Other,Introvert,Ambivert,High,Medium,High,3,8,1,Excellent,0.47
Other,Male,Ambivert,Extrovert,High,High,Low,10,3,9,Poor,0.73
Male,Other,Ambivert,Ambivert,Medium,Low,High,10,9,5,Poor,0.83
Female,Other,Ambivert,Extrovert,High,High,High,8,6,8,Good,0.62
Other,Male,Ambivert,Ambivert,Medium,Medium,Medium,8,5,5,Good,0.84
Other,Female,Ambivert,Extrovert,Low,High,Low,8,3,6,Poor,0.58
Other,Female,Extrovert,Extrovert,Medium,Medium,High,0,4,9,Excellent,0.44
Other,Male,Extrovert,Introvert,Medium,High,High,5,0,4,Poor,0.37
Other,Other,Ambivert,Ambivert,High,High,High,7,5,2,Excellent,0.51
Female,Female,Ambivert,Introvert,High,Medium,Medium,1,9,6,Poor,0.56
Male,Other,Introvert,Ambivert,Medium,Medium,High,7,9,1,Poor,0.49
Other,Female,Introvert,Ambivert,Low,Medium,High,0,5,5,Good,0.38
Female,Male,Introvert,Ambivert,Low,Low,High,10,10,6,Excellent,1.0
Female,Other,Introvert,Extrovert,Low,Low,High,5,8,3,Excellent,0.67
Male,Other,Ambivert,Extrovert,Medium,Low,Low,8,1,3,Good,0.56
Female,Female,Introvert,Introvert,Medium,High,Medium,9,0,8,Good,0.52
Female,Male,Extrovert,Ambivert,Medium,Low,High,2,7,8,Excellent,0.47
Female,Female,Ambivert,Ambivert,High,Low,Low,8,3,3,Excellent,0.45
Female,Female,Extrovert,Ambivert,Low,High,High,10,6,6,Good,0.74
Female,Male,Extrovert,Extrovert,Low,Low,High,4,2,5,Poor,0.48
Female,Other,Introvert,Extrovert,High,High,High,10,5,2,Poor,0.4
Male,Male,Ambivert,Introvert,High,Low,High,4,0,5,Poor,0.45
Male,Female,Extrovert,Extrovert,High,Medium,High,8,3,3,Poor,0.45
Other,Female,Ambivert,Extrovert,Low,Low,High,10,0,6,Poor,0.49
Other,Other,Introvert,Extrovert,High,High,Medium,3,9,4,Excellent,0.43
Female,Other,Introvert,Introvert,Medium,Low,Medium,10,10,5,Excellent,0.67
Male,Female,Ambivert,Extrovert,High,Medium,Low,1,5,7,Poor,0.52
Other,Male,Introvert,Introvert,Low,Medium,Low,0,0,3,Poor,0.11
Female,Female,Extrovert,Extrovert,Low,High,High,5,10,5,Good,0.54
Other,Female,Introvert,Ambivert,Medium,High,Low,4,6,0,Poor,0.2
Female,Male,Introvert,Extrovert,Medium,Low,High,1,6,8,Poor,0.47
Other,Other,Ambivert,Introvert,Medium,High,Low,2,6,4,Poor,0.57
Female,Female,Ambivert,Introvert,High,Low,High,9,8,10,Excellent,0.87
Male,Female,Ambivert,Ambivert,Low,High,Medium,2,10,9,Excellent,0.55
Female,Male,Ambivert,Ambivert,Low,High,High,5,2,0,Good,0.21
Female,Female,Extrovert,Extrovert,Low,Low,Low,4,2,3,Excellent,0.27
Male,Male,Introvert,Ambivert,Low,Medium,Low,9,9,3,Poor,0.43
Male,Male,Ambivert,Introvert,Medium,High,Low,7,2,8,Poor,0.56
Female,Other,Ambivert,Extrovert,High,Medium,Medium,7,2,2,Excellent,0.34
Male,Male,Extrovert,Introvert,Medium,Medium,High,10,3,3,Excellent,0.6
Male,Female,Ambivert,Extrovert,Low,Medium,Medium,3,6,6,Excellent,0.68
Other,Other,Extrovert,Ambivert,Medium,Medium,Low,9,9,8,Poor,0.98
Other,Other,Introvert,Ambivert,High,Medium,Medium,0,3,8,Poor,0.34
Female,Other,Introvert,Ambivert,Medium,Low,Low,0,3,4,Good,0.12
Female,Female,Extrovert,Extrovert,High,Medium,Medium,9,0,8,Excellent,0.82
Female,Other,Extrovert,Introvert,Low,Low,High,2,9,8,Excellent,0.64
Female,Female,Extrovert,Extrovert,High,High,Medium,9,3,7,Excellent,0.63
Female,Female,Ambivert,Ambivert,Low,High,Low,1,1,1,Poor,0.1
Female,Other,Extrovert,Introvert,Low,Low,Medium,8,9,2,Good,0.65
Other,Female,Introvert,Introvert,Medium,Low,Low,2,2,2,Excellent,0.19
Other,Male,Extrovert,Extrovert,Medium,Low,Medium,4,10,2,Excellent,0.48
Male,Male,Introvert,Ambivert,Medium,High,Medium,7,7,8,Excellent,0.68
Other,Female,Introvert,Introvert,Low,Low,Medium,7,6,7,Excellent,0.66
Other,Other,Introvert,Introvert,Low,Medium,Low,10,8,3,Excellent,0.65
Male,Male,Introvert,Ambivert,Medium,High,High,0,10,9,Poor,0.56
Female,Female,Introvert,Introvert,High,Medium,High,2,10,4,Poor,0.54
Other,Other,Ambivert,Ambivert,Low,Low,High,7,9,5,Excellent,0.67
Male,Female,Extrovert,Extrovert,Medium,High,Medium,8,1,4,Good,0.58
Male,Male,Ambivert,Extrovert,Medium,Low,Medium,8,3,3,Poor,0.2
Male,Male,Ambivert,Ambivert,Low,Low,High,7,9,4,Good,0.78
Other,Female,Extrovert,Ambivert,Low,Low,Medium,2,9,9,Good,0.79
Other,Other,Ambivert,Extrovert,Medium,High,Low,3,4,3,Excellent,0.13
Male,Male,Extrovert,Ambivert,High,Low,High,9,6,6,Excellent,0.67
Female,Female,Ambivert,Ambivert,High,High,Low,3,4,4,Excellent,0.33
Female,Female,Ambivert,Ambivert,Medium,High,High,10,5,5,Good,0.53
Other,Other,Ambivert,Introvert,High,High,Medium,5,10,7,Good,0.66
Male,Other,Introvert,Extrovert,High,Low,Medium,8,5,7,Good,0.56
Other,Male,Ambivert,Extrovert,Low,Low,Low,5,8,8,Excellent,0.88
Male,Other,Ambivert,Extrovert,Medium,High,High,4,0,5,Good,0.39
Other,Other,Introvert,Ambivert,Low,Medium,High,9,1,4,Poor,0.59
Female,Other,Introvert,Extrovert,Medium,High,Medium,3,5,7,Good,0.57
Male,Other,Extrovert,Introvert,High,Medium,High,3,1,7,Poor,0.25
Male,Female,Ambivert,Introvert,High,Medium,Medium,8,4,5,Excellent,0.51
Male,Other,Ambivert,Introvert,High,Low,High,7,6,8,Excellent,0.75
Male,Female,Introvert,Ambivert,Low,High,Medium,7,0,1,Poor,0.14
